job_title,company_name,work_genre,area,income,description,url
スタッフ大募集♪セラピストスタッフ,株式会社AZU,リラクゼーションスタッフ,"('新潟県上越市',)","('月給 23万円 ～ 29万円',)","セラピスト、ボディケアとしてのお仕事です。

研修・教育体制(実技、知識、座学)が整っているので、

リラクゼーション業界未経験の方も大歓迎です

商品を販売する物販や売上ノルマなどは一切無く、あなた自身の

施術や人柄が提供サービスになります



主な仕事内容は

・カウンセリング

・オールハンドでの施術、接客

・クロージング

・電話対応、店内清掃やその他店舗運営に関する業務



・もみほぐし

・バリ式リンパマッサージ

・タイ古式マッサージ



入社後の流れ

・入社後約2週間で、座学・実技研修を受けて頂きます。

↓

・その後、店舗に配属されお客様デビュー！

・まずは、オイルマッサージ・もみほぐしを行います。

↓

・一定期間勤務したあと、次は「タイ古式マッサージ」などの研修に入ります！

・新しい施術に入る前には必ず実技研修を行うので、ご安心ください。",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/2184909,販売・接客・サービス系
年間休日120日以上！交通費支給あり！未経験OK！,株式会社CRaise,営業販売スタッフ,"('大阪府大阪市北区',)","('月給 24万円 ～ 35万円',)","職務内容

★ほぼ全員が業界未経験スタート！

★20～30代の若手社員が中心となり活躍中

★週休二日制

★年間休日：115日(2023年度)

★有給休暇制度



≪仕事内容≫



１．携帯電話の販売、契約変更などの受付業務



２．お客様の生活がより便利になるよう、様々なサービスのご提案



※将来的にはスタッフ育成、店舗マネジメント業務に携わっていただきます。",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/6215524,販売・接客・サービス系
リムジンバス🚌の乗場案内・サービススタッフ,株式会社Glowing Partner,サービススタッフ,"('東京都大田区',)","('時給 1,400円 ～ 1,500円',)","リムジンバスのポーターサービスをお任せします。

羽田空港第3ターミナルは国際線ターミナルですので

【外国籍のお客様も多く、英語を使う機会も多いです】



・お客様のお出迎え

・チケット確認

・荷物預かり搭載

・荷物の取り卸し

・荷物の引き渡し

・バス出発のご案内アナウンス　など",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/7760318,販売・接客・サービス系
店長・店長候補（フード）,株式会社RAPTOR,店長,"('大阪府堺市北区',)","('月給 22万円 ～ 35万円',)","■主な仕事内容

飲食店のホール兼キッチン業務ををお任せします。接客・配膳・レジ対応などを行っていただきます。お仕事に慣れていくとシフト管理や発注なども行って頂き、ゆくゆくは店長候補として店舗運営をお願いします。経験はなくてもやる気のある人大歓迎です。



■具体的な業務内容

（例）▼お客様対応

オーダーやレジでの会計対応やキッチンでの調理補助などをお願いします。未経験の方でも先輩社員が丁寧に仕事を教えるので、ご安心ください！



■シフト例

・10：00～19：00

・13：00～22：00

・17：00～25：00など",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/4135961,販売・接客・サービス系
未経験大歓迎販売スタッフ,株式会社RAPTOR,販売スタッフ,"('大阪府大阪市北区',)","('月給 23万5,500円 ～ 100万円',)","■業務内容

ウオーターサーバーの自社ブランド提案



■具体的には・・・

ショッピングモールやアウトレットモールなどの商業施設に訪れているユーザーを対象に、プロモーションイベントを展開。特設ブースを構え、チームでフォローしあいながら活動。

さらにイベントで得た反応や感想などを、新しい商品の開発やサービスに活かすことが期待されています。



■一日の流れ・・・

商業施設には公共交通機関で最寄駅に集合し特設ブースを設営。

一緒に働くチームスタッフと共に、お客様の反応が良くなる様にレイアウト。

店舗オープンと同時に来店されるお客様に、ウォーターサーバーの利便性の良さをアピールしながら、

お客様のライフスタイルに合わせた提案をします。

終了時は特設ブースを整頓し、当日の振り返りを終礼で行います。



■将来的には・・・

実績や人間性を見ながら人材マネジメントや採用のお仕事をお任せします。



■やりがい

成果に対しての評価が明確、

自他ともに切磋琢磨できる環境なので共に成長を実感することができます。



■仕事の面白さ

「新規のお客様へのアプローチ」をして貰います。お客様との会話がメインお仕事です。

人の成長において「人との出会い」や「考え方を知る」事が必要となります。



弊社のお仕事は、、、

1日約40組／1ヶ月800組／6ヶ月で5000組との会話をメインにして頂きますので、

通常の営業では出来ない数の経験を積み、成長していける環境です。

その為の評価基準／給与体系／報酬も整えており、自分の成長を1ヶ月単位で、リアルタイムで感じ取れます。

「今月はやり切った！この調子を保とう！」と仕事のコントロールがしやすいです。",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/4172968,販売・接客・サービス系
未経験OK！人気ラーメン店『尾道ラーメン しょうや』の店長候補★2023年内に店長就任が叶います！,株式会社SHOYA,店舗スタッフ,"('広島県尾道市',)","('月給 22万円 ～ 35万円',)","【お任せする仕事内容】

「尾道ラーメンしょうや」にて、店舗スタッフのお仕事をお任せします。接客と調理がひと通りできるようになったら、事務作業にチャレンジ。店長がつきっきりで教えるので、心配はいりません。





【この仕事のやりがい】

お客様から直接感謝されることが一番やりがいに繋がります。「美味しかったよ！」「また来るね！」といった声は、日々の活力です。また、評価制度も明確で、年功序列が一切ありません。目標達成すれば給料も上がるので、頑張った分だけ達成感や充実感も味わえるのはこの会社で働く醍醐味です！



【将来のキャリア】

年功序列などは関係なく、結果を出せば正当に評価がされる社風です。店長からマネージャー、エリアマネージャーへのスピード昇給が可能です。



【暖簾分け制度】

条件　2年勤務し、１年間の売上目標達成

年収1000万以上可",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/4120371,販売・接客・サービス系
【BRING京都】バイヤースタッフ募集✨未経験OK🔰海外ブランド×セレクトショップ,株式会社STAYGOLD,バイヤー,"('京都府京都市中京区',)","('月給 23万6,000円 ～ 50万円',)","◆仕事内容◆

******************************

ハイブランド古着の買取・販売をおこなう「BRING」の「バイヤー」として、商品の買取・販売をお任せします！



****具体的には****

ブランド品の仕入れを担当したり接客、販売や商品のディスプレイ管理などを行なっていただきます！



お客様が大事にしてきた洋服に新たな価値をつける、これがお任せしたい仕事です。



またSNS等で商品の情報発信なども行なっていただくのでマーケティング知識も養えます！！



・販売・接客

・買取・査定

・Instagram・LINE等での情報発信

・ディスプレイ

・売上・商品管理



◆この仕事のやりがい◆

******************************

未経験スタートのメンバーも多数活躍中！

若手で店長として活躍しているメンバーもいます。



店舗運営はスタッフ同士で意見出しをおこなっています。

インスタの写真やディスプレイなども、店舗ごとで決定できるため、あなたらしくブランドの魅力を発信していくことが可能です！



また、おしゃれ好きが集まる当社では高価で手が出せないハイブランド商品も社員割引を利用して、定価の半分以下で購入することも ◎



服装・髪型・ネイルなどもすべて自由！面接も好きな恰好でOKです。

あなたの個性をアピールしてください✨



◆入社後の流れ◆

******************************

業務に必要なブランド知識やスキルなどを身に付ける研修からスタート！先輩もしっかりあなたをサポート！

わからないことがあれば、先輩社員が親身にフォローします。



早いうちから「商品を見る目」を養うことができるので多くのブランド知識や専門性の高い技術が自然と身に付く環境です◎",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/5463247,販売・接客・サービス系
【BRING名古屋店✨】今話題のバイヤー募集中！未経験OK🔰ハイブランドセレクトショップ🌈,株式会社STAYGOLD,バイヤー,"('愛知県名古屋市中区',)","('月給 23万6,000円 ～ 30万円',)","現在『BRING』は渋谷、原宿、新宿、心斎橋、梅田、福岡、札幌に店舗展開をしておりますが、この度名古屋店の運営を担って頂く”販売、買取”スタッフを募集します！！

https://kaitorisatei.info/



『Supreme』『Chrome Hearts』『BALENCIAGA』などのハイブランドアパレルを取扱っている各店舗では多くのお客様にご好評をいただいており、更に多くのお客様の想いと価値をつなぐため店舗拡大を計画しておりますのでぜひお力をお貸しいただきたいです！



★仕事内容

******************************

業務内容としてはブランド品の仕入れを担当したり接客、販売や商品のディスプレイ管理などを行なって頂きます！お客様が大事にしてきた洋服に新たな価値をつける、これがお任せしたい仕事です。



またSNS等で商品の情報発信なども行なって頂くのでマーケティング知識も養えます！！



★店舗の特徴

******************************

店舗運営はスタッフ同士で意見出しを行っていきます！インスタの写真やディスプレイなども、店舗ごとで決定できるため、あなたらしくブランドの魅力を発信していくことが可能です！また販売から買取まで幅広く学べるので将来独立したい人も多数在籍！



アイデアを店舗運営にどんどん反映できる面白さも味わえる環境です！



★1つでも当てはまれば大歓迎！

******************************

・業界未経験だけどキャリアチェンジにチャレンジしたい！

・大好きな洋服に囲まれておしゃれを楽しみながら働きたい！

・販売接客だけではなく、手に職も付けたい！

・自ら行動して数字を追うことにやりがいを感じる人！",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/5463427,販売・接客・サービス系
【札幌店】積極採用中！買取販売/未経験大歓迎！ハイブランド古着×セレクトショップ,株式会社STAYGOLD,バイヤー,"('北海道札幌市中央区',)","('月給 23万6,000円 ～ 30万円',)","▼店舗一覧

https://linktr.ee/bring_shoplist



✨仕事内容

＝＝＝＝＝＝＝

ハイブランド古着の買取・販売をおこなう「BRING」の「バイヤー」として、商品の買取・販売をお任せします！



【具体的には】

ブランド品の仕入れを担当したり接客、販売や商品のディスプレイ管理などを行なっていただきます！

お客様が大事にしてきた洋服に新たな価値をつける、これがお任せしたい仕事です。

またSNS等で商品の情報発信なども行なっていただくのでマーケティング知識も養えます！！



・販売・接客

・買取・査定

・Instagram・LINE等での情報発信

・ディスプレイ

・売上・商品管理



🌈この仕事のやりがい

＝＝＝＝＝＝＝＝＝＝＝＝

未経験スタートのメンバーも多数活躍中！

若手で店長として活躍しているメンバーもいます。



店舗運営はスタッフ同士で意見出しをおこなっています。

インスタの写真やディスプレイなども、店舗ごとで決定できるため、あなたらしくブランドの魅力を発信していくことが可能です！



また、おしゃれ好きが集まる当社では高価で手が出せないハイブランド商品も社員割引を利用して、定価の半分以下で購入することも◎



服装・髪型・ネイルなどもすべて自由！面接も好きな恰好でOKです。

あなたの個性をアピールしてください✨



🍃入社後の流れ

＝＝＝＝＝＝＝＝＝

業務に必要なブランド知識やスキルなどを身に付ける研修からスタート！先輩もしっかりあなたをサポート！

わからないことがあれば、先輩社員が親身にフォローします。



早いうちから「商品を見る目」を養うことができるので多くのブランド知識や専門性の高い技術が自然と身に付く環境です◎",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/7002588,販売・接客・サービス系
美容学校卒業生　美容師アシスタント２名募集,株式会社nico-nachika,美容師,"('愛媛県松山市',)","('月給 17万円 ～ 18万9,200円',)","スタイリストデビューまで2年～

カリキュラムの充実

毎月外部講師の指導もあり

優しくて思いやりのある先輩が指導してくれます。



ハサミを持たない美容師としてカラーリストになりたい方も、募集中です。",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/1336554,販売・接客・サービス系
美容師アシスタント,株式会社nico-nachika,美容師,"('愛媛県松山市',)","('月給 17万円 ～ 20万円',)","カット、カラー、パーマ、ヘッドスパ、トリートメント、ヘアアレンジなど

美容師で自分の好きな事や得意な事を活かして

お客様に笑顔を届けましょう



スタイリストデビューまで2年～



ハサミを持たない美容師としてカラーリスト、スパニストになりたい方も、募集中です。",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/1358506,販売・接客・サービス系
介護施設の厨房管理者＠市川★車通勤可★利用者の「おいしかった！」が直接聞けるやりがいのある職場です！,株式会社　ウェルビーイング・クリエイト,厨房スタッフ,"('千葉県市川市',)","('月給 24万円 ～ 27万円',)","■介護施設のキッチン責任者を募集



グループ企業の介護施設向けに

給食事業を運営しています。

今回は、市川市にある介護施設の

キッチン責任者（リーダー）を

募集します！



※グループ介護施設内の厨房部門は、

当社が直轄で運営しております。



◆◆セントラルキッチンを活用◆◆



セントラルキッチンから届く

お料理の最終仕上げを

施設内キッチンで担当しています



施設内キッチンでは、

利用者様一人ひとりに合わせて、

「温め」「刻み」「とろみ付け」

「盛付」の最終仕上げを行います。



※セントラルキッチンで調理済みの

お料理（真空パック状態で届きます）を

利用者様に合わせた最終仕上げをします。

「食」の楽しみを提供しています



◆勤務地◆

【市川市の老人保健施設のキッチン】

キッチンスタッフ12名と協力しながら、

1日　150食前後を提供します。



＜厨房のマネジメント業務＞がメイン★



食事の提供先は

グループが運営する介護施設で、

安定感は抜群！

利用者様にとって、

「毎日の食事」が

何よりの楽しみになっています。



「安全面」

「衛生面」にも気を配りつつ

「食の楽しみ」を提供しています。



【仕事内容】

◆介護施設内の厨房管理がメイン◆

キッチンのスタッフ（12名）や

介護施設の職員、

調理師、栄養士、本部スタッフと綿密に

コミュニケーションを取りながら

「食」の充実＆事業の収益化を目指します。



【具体的には】

食品衛生管理、

労務管理（シフト管理・社内申請業務など）、

介護施設の関係者との連携業務など、

施設内キッチンの運営全般をお任せします。



【職務詳細】

売上・利益管理、

労務管理、シフト作成

品質・衛生管理

食数、在庫管理

棚卸、帳票管理、

スタッフのフォローアップ

採用面接　など",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/8276344,販売・接客・サービス系
【未経験歓迎】スーパーのレジスタッフ（時給1050円~/昭和から続く安定企業/高松市木太町）,株式会社きむら,レジスタッフ,"('香川県高松市',)","('時給 1,050円 ～ 1,100円',)","スーパーマーケットのレジスタッフとして勤務して頂きます。

具体的には

・レジでの会計業務及び接客

・商品の品出し、陳列、整理整頓

・カートや買い物かごの回収、整理

・サービスカウンターでの接客対応

・店内の清掃　　　など",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/1482414,販売・接客・サービス系
販売職（店長・エリアマネージャー候補）,株式会社たこ満,販売職,"('静岡県菊川市',)","('月給 23万円 ～ 28万円',)","和洋菓子の販売スタッフ（店長候補）★1953年創業｜オーダーメイドもOK★完休2日&amp;賞与年3回

店舗の販売スタッフとして、お客様に美味しいお菓子と笑顔をお届けしましょう。将来的に店長として活躍できる環境です。



【当社が扱う商品は？】

郷土銘菓・和菓子・洋菓子（ケーキ類）など。期間限定の『どらトッツォ』や季節のショートケーキ、タルトなども提供しており、全商品で300種類ほどにのぼります。



【来店される方々とスタッフ体制】

老若男女を問わず幅広い方がご来店されます。店舗によりますが、来客数は1日平均100名、休日は200名ほど。スタッフ体制は小さい店舗で約5名、大きな店舗は製造部門も含み20名ほどで運営しています。



【お任せすること】

◆接客・レジ打ちなど

商品の味やアレルギー成分のご案内、ギフト用ラッピング、電話注文の受付対応など。おもてなしの心を大切に、お客様へのお茶出しやお見送りもお願いします。



◆衛生管理

床やショーケース、棚、窓ガラスなどの拭き掃除、ケースの清掃・消毒などをします。



◆品出し・商品陳列

菓子ギフトや包装資材（箱・紙袋）の補充を行ないます。





【仕事のポイント】

◎オーダーメイドにも対応している当社。店頭にはないケーキも、製造部と相談しながら予算を踏まえて対応。お客様に喜ばれるために工夫を凝らします。



◎お客様の情報、設備の不具合の報告、新しい提案などを日報に記載します。経営陣が必要に応じてフィードバックするため、店舗運営についても自然と理解が深まっていきます。



◎ゆくゆくは店長へキャリアアップできる環境。1年後を目安に、店長として店舗運営をお任せできればと考えています。



◎店長として活躍後、エリア長としてご活躍いただけるキャリアアッププランもあります。",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/3455835,販売・接客・サービス系
週2～3日からOK！勤務時間帯相談可！未経験OK！ホールスタッフ、サービススタッフ（フード）,株式会社アウル,ふくろう亭,"('北海道旭川市',)","('時給 1,150円 ～ 1,438円',)","ドリンク・料理の配膳、お皿洗い、接客、会計などをお願いします。

★簡単な調理補助（簡単な仕込み・盛付など）できる方を最優先採用します！★

慣れるまで親切丁寧に教えるので、バイトデビューの方や飲食店でのバイトが初めての方もご安心ください！

様子を見ながら出来ることからお任せしていきます。

わからないことがあれば何でも聞いてくださいね！",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/5506651,販売・接客・サービス系
週２日からOK！未経験OK！スポーツクラブアルバイトスタッフ,株式会社ウェルネス,スポーツクラブサービススタッフ,"('熊本県玉名市',)","('時給 900円 ～ 1,000円',)","フィットネスジム、プール、スタジオ設備のあるスポーツクラブのアルバイトスタッフを募集しています。

業務内容は、

1⃣トレーニングジム内での接客・清掃・指導の補助

2⃣フロント業務

となります。

資格の有無は問いません。子ども達や会員様の笑顔が見れる楽しい職場です。

トレーニングやダイエットのスキルも身につきます！

空いた時間でトレーニング、プール利用できます！

ぜひご応募ください！",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/8053184,販売・接客・サービス系
温浴施設のフロント業務,株式会社オペレーションカンパニー,販売,"('埼玉県上尾市',)","('時給 1,030円 ～',)",日帰り温泉「天然温泉花咲の湯」のフロント業務のお仕事です。具体的には受付精算業務、ロビー清掃、ドリンク販売業務などとなります。施設の顔としてお客様を笑顔でお出迎えして頂き、最高の癒しをご提供し、また来たいと思っていただけるように努めてください。,https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/27908,販売・接客・サービス系
温浴施設のリネン（清掃）業務,株式会社オペレーションカンパニー,サービススタッフ,"('埼玉県上尾市',)","('時給 1,030円 ～',)",日帰り温泉「天然温泉花咲の湯」のリネン（清掃）業務のお仕事です。具体的には浴室・岩盤浴エリア巡回清掃・ロウリュサービス実施・浴槽温度チェックのなど。施設の顔としてお客様を笑顔でお出迎えして頂き、最高の癒しをご提供し、また来たいと思っていただけるように努めてください。,https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/6071116,販売・接客・サービス系
函館／接客販売スタッフ,株式会社オルゴール堂,販売スタッフ,"('北海道函館市',)","('月給 18万3,300円 ～ 22万4,600円',)","●オルゴールや雑貨の接客販売業務全般

・レジ作業、包装

・商品の品出し、陳列及び整理整頓

・在庫の確認

・店舗内の清掃

・その他上記に付随する業務全般",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/492631,販売・接客・サービス系
ムク菓子店接客スタッフ,株式会社クーバルC3,ホールスタッフ,"('大阪府枚方市',)","('時給 1,070円 ～ 1,200円',)","カフェスタッフとして、

・ホールでの接客

・キッチンでの調理

・レジでの精算業務

・お菓子つくり係

など、さまざまな仕事があります。



あなたのご応募お待ちしております！！",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/7332477,販売・接客・サービス系
バッティングセンターの受付／江坂ベースボールセンター,株式会社サンリバー,バッティングセンターの受付業務,"('大阪府吹田市',)","('時給 1,120円 ～',)","バッティングセンターでの受付業務や、ピッチングマシーンの設備調整、

ＰＣの入力などをお任せ致します。

イベントを盛り上げるアイデアを出してもらうこともあります！

一つずつ丁寧にお教えするのでご安心ください！



野球好きはもちろん大歓迎！



江坂ベースボールセンターで働いてみませんか。

是非ご応募お待ちしております。",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/5561264,販売・接客・サービス系
百貨店内洋菓子店での販売スタッフ│未経験OK│シーキューブ　梅田大丸店,株式会社シュゼット,洋菓子店の販売スタッフ,"('大阪府大阪市北区',)","('時給 1,300円 ～',)","洋菓子店で、フルタイムバイト！憧れのお仕事で正社員も目指せます♪正社員登用有！

★約10分で面接完了！オンライン面接（WEB面接）実施中！★ 
ケーキや洋菓子の販売のお仕事です。
お菓子を通じお客様に”喜び”と”驚き”を届けましょう♪

◆ティラミスや洋菓子の販売・接客
◆ギフトのラッピング
◆レジ業務
◆簡単な清掃　など

・朝番さんは開店準備（商品検品・補充）
・遅番さんは閉店準備（清掃＆片付け・商品補充）
などもお願いします。

≪研修制度充実≫
未経験の方も安心♪
全く未経験からスタートされたスタッフも活躍中！
カンタンな作業から少しずつお教えします♪
熨斗や贈り物に関する知識、ラッピングの
仕方なども身に付きます！

＜シーキューブ梅田大丸店はこんなお店です！＞
各線大阪駅、梅田駅から徒歩すぐ！大丸梅田店内の通勤便利な駅近職場♪
ビジネスシーンでご利用の方や落ち着いた雰囲気の女性のお客様が多く来店されるお店です。
現在は学生を中心に10名弱のスタッフさんが在籍しています。
マイペースでも前向きに仕事に取り組むスタッフさんが活躍中です！

「ありがとう」と感謝の言葉が飛び交う雰囲気の良いお店で働きませんか♪

※受動喫煙対策：あり",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/8479659,販売・接客・サービス系
選べる時間♪未経験者歓迎♪販売スタッフ＊イオンモールとなみ店＊,株式会社スクランブルエッグ,販売スタッフ,"('富山県砺波市',)","('時給 950円 ～ 1,000円',)","オッズオンコンプレックス・スクランブルエッグイオンとなみ店でスタッフを募集中です！

仕事内容は接客販売・検品、商品出し、ストック整理、店内清掃などです。

販売未経験の方でもOKです！

残業もほとんどなく、働く時間帯や曜日は希望に応じます！

現在20代～50代まで、幅広い年齢層のスタッフが在籍していて安心☆

★正社員同時募集★",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/9067,販売・接客・サービス系
≪バイク用品・衣料品のラウンダー業務≫直行直帰OK◎土日休み！ノルマなし。入社日相談OK,株式会社セレブリックス,ラウンダー,"('大阪府大阪市北区',)","('月給 24万円 ～',)","■関西エリアでの、バイク用品ラウンダー業務

工具や安全用品を扱う卸商社や、ホームセンターへのラウンダー業務をお願いします！



＜ラウンドエリア＞

関西エリア＋岡山、和歌山一部店舗をお願いします。

大阪・京都・滋賀・奈良・兵庫

岡山・和歌山は遠方手当支給。



＜おすすめポイント＞

・マイカーでお家から担当店舗まで直行直帰！

オフィスなどへの立ち寄りはありません。



具体的には..

・新商品案内

・新しい売り場獲得の提案/立ち上げ作業

・商品の在庫確認～陳列・補充

・新しい販促ツールやPOPなどの設置",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/8280594,販売・接客・サービス系
★応募から内定まで最短1週間〈Zoffのショップスタッフ〉正社員登用率84%！20代活躍中！,株式会社ゾフ,メガネの販売スタッフ,"('神奈川県横浜市西区',)","('月給 22万5,000円 ～',)","＼メガネの知識が人生を豊かに／

あなたの周りでメガネを着用している方はいませんか？
その人にとって「メガネ」は生活に欠かせない一部となっています。

Zoffは契約社員として販売スタッフを採用をしています。
それはしっかりと知識を身につけたうえで、
正社員として活躍していただきたいからです。

そのため、教育制度は充実。
店舗OJTや本社研修等、販売だけでなく技術を身につけることが出来ます。
そのご経験を元に「お客様」と「身近な方」の力になれる、それが人生を豊かにすることと考えています。

はじめはメガネに関する知識が0でも大丈夫です！
研修を通じて身につけていきましょう！

◆お仕事の詳細

・店舗での受付・ご案内
・要望のヒアリング、商品のご案内
・フィッティング、視力測定、レンズ加工など

＊入社後は1年間を通して様々な研修を行ないます！
＊個人ノルマはなし。店舗の売上目標達成をみんなで目指します！

Zoffのポイント！
【１】正社員登用は5年で約500名の実績
正社員登用試験は年2回。登用後は副店長や店長、エリアマネージャーなどの様々なキャリアが描けます。

【２】各種サポートが整っている
大手ならではの手厚い福利厚生や、スタッフトレーニングが充実しています。

【３】お休みがとりやすい
連休や土日のお休みもとれるなど、プライベートと仕事の両立がしやすい環境が整っています。

【4】20代～30代が活躍中
Zoffで働くスタッフの経歴は様々です。20代～30代中心に、協力しながら仕事に取り組んでいます！",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/8454610,販売・接客・サービス系
【正社員採用】Zoffのショップスタッフ／20代活躍中／個人ノルマなし／内定まで最短1週間,株式会社ゾフ,メガネの販売スタッフ,"('愛知県名古屋市西区',)","('月給 21万円 ～',)","
＼エリア正社員採用　開始／

Zoffは一部の地域限定でエリア正社員として販売スタッフを採用することになりました。未経験からでも正社員として安心して働いていただける環境をご用意しております。

エリア正社員とは…？
転居を伴う異動がなく、特定のエリアのみで勤務ができる地域限定正社員です。
ご家庭の事情で引っ越しができない方や地元で長く働きたい方も安心して働くことができます！
エリア正社員として経験を積んだのち、正社員（全国転勤あり）へステップアップし、さらなる経験を積むことも！

はじめはメガネに関する知識が0でも大丈夫です。
研修を通じて身につけていきましょう！

◆お仕事の詳細

・店舗での受付・ご案内
・要望のヒアリング、商品のご案内
・フィッティング、視力測定、レンズ加工など

＊入社後は1年間を通して様々な研修を行ないます！
＊個人ノルマはなし。店舗の売上目標達成をみんなで目指します！

Zoffのポイント！
【１】初の正社員採用
ゾフで長く安心して働いていただくため、一部の地域限定でエリア正社員としての採用をスタートしました。
定数が決まっておりますので、ぜひお早めにご応募ください！

【２】各種サポート充実
大手ならではの手厚い福利厚生や、スタッフトレーニングが充実しています。

【３】お休みがとりやすい
連休や土日のお休みもとれるなど、プライベートと仕事の両立がしやすい環境が整っています。

【4】20代～30代が活躍中
Zoffで働くスタッフの経歴は様々です。20代～30代中心に、協力しながら仕事に取り組んでいます！
※平均年齢／29.52歳

【5】個人ノルマなし
未経験でも働きやすいポイントとして、個人ノルマはございません。
チームワークを活かした接客がZoffの特徴です！",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/8454514,販売・接客・サービス系
★応募から内定まで最短1週間〈Zoffのショップスタッフ〉正社員登用率84%！20代活躍中！,株式会社ゾフ,メガネの販売スタッフ,"('大阪府大阪市鶴見区',)","('月給 20万1,000円 ～',)","＼メガネの知識が人生を豊かに／

あなたの周りでメガネを着用している方はいませんか？
その人にとって「メガネ」は生活に欠かせない一部となっています。

Zoffは契約社員として販売スタッフを採用をしています。
それはしっかりと知識を身につけたうえで、
正社員として活躍していただきたいからです。

そのため、教育制度は充実。
店舗OJTや本社研修等、販売だけでなく技術を身につけることが出来ます。
そのご経験を元に「お客様」と「身近な方」の力になれる、それが人生を豊かにすることと考えています。

はじめはメガネに関する知識が0でも大丈夫です！
研修を通じて身につけていきましょう！

◆お仕事の詳細

・店舗での受付・ご案内
・要望のヒアリング、商品のご案内
・フィッティング、視力測定、レンズ加工など

＊入社後は1年間を通して様々な研修を行ないます！
＊個人ノルマはなし。店舗の売上目標達成をみんなで目指します！

Zoffのポイント！
【１】正社員登用は5年で約500名の実績
正社員登用試験は年2回。登用後は副店長や店長、エリアマネージャーなどの様々なキャリアが描けます。

【２】各種サポートが整っている
大手ならではの手厚い福利厚生や、スタッフトレーニングが充実しています。

【３】お休みがとりやすい
連休や土日のお休みもとれるなど、プライベートと仕事の両立がしやすい環境が整っています。

【4】20代～30代が活躍中
Zoffで働くスタッフの経歴は様々です。20代～30代中心に、協力しながら仕事に取り組んでいます！",https://en-gage.net/user/search/?area=0&job=200000&distanceIndex=&p_t=258484&f_t=0&page=2#/desc/8454760,販売・接客・サービス系
